coastal_dist,depth,landfall_dist,max_magnitude,max_pressure,max_windx,max_windy,maxele,mean_magnitude,mean_pressure,mean_windx,mean_windy,min_magnitude,min_pressure,min_windx,min_windy,storm
1.7280059395639629,0.895,30.70915930737275,40.4476978208095,10.19766253427915,29.75073234440881,5.339239596616772,1.1309296231890578,28.70872232611131,10.019268423568208,0.35888861527192856,-16.68570207888288,19.186197435566417,9.638308501531956,-18.15447428697107,-40.21379448890334,0
0.008754747372264579,0.12299999,124.93279345331554,18.179436537409156,10.274058437558395,12.421346862878925,-1.2783004734316377,0.5460054598118341,14.524663923580823,10.215249650580477,7.40732633276436,-10.274295168794476,8.75041756914606,10.177640382008583,-2.1094225316868735,-17.64167788537203,0
0.28469566046119327,-0.48399997,26.1399624379892,39.213809230428225,10.20271305198777,28.84914165807835,6.298680330295182,1.148807854419424,28.43938169763483,10.009852290533493,1.5195496645657467,-15.681407076603001,18.785383342549647,9.623535426218199,-18.284371925049488,-35.68653913741151,0
0.11913158087224243,0.384,85.84635609162754,24.798317132255978,10.25439633173782,17.15563918680967,-1.649080349269254,0.5615374860643013,19.312624913913428,10.177384537628802,7.336259265258524,-13.897868053222352,11.967139846802922,10.112493187986699,-7.583018393646057,-23.09011903559588,0
0.1823725369529947,1.667,64.03679230801767,30.295551430800796,10.222908798432954,20.201239361917434,-2.327918509714853,0.8320526025425726,22.803588843039847,10.142083691403679,4.5005327550205845,-16.681650508132737,16.22063481199961,10.046961574641534,-11.435869411299361,-28.873678847616656,0
0.03975462508463107,0.051999999,10.690316719422883,55.37584896930261,10.20367691848549,32.6762126189308,19.199140685298026,3.006814547966345,36.09538361441026,9.934194677430208,-2.906246230923351,-1.4490701164636661,25.56540231514992,9.337834988111236,-47.608574354180014,-28.282650106267017,0
8.769784233345963,-1.6439999,94.23063640662937,31.01668539531184,10.240301711732458,-7.281797975249703,25.547161467064353,2.813412289374969,23.723131551408457,10.171927708686585,-18.880764115750893,9.478510341095033,15.017653267954275,10.114664881102883,-27.215731376446083,0.10819974647474466,0
9.299840819081428,-1.818,93.09826436807289,30.97866789339202,10.239748096547798,-6.941309366246222,25.567779292322566,2.2665210088787866,23.995105687405147,10.170326847446976,-19.071370550736617,9.503712914020058,15.343719953757672,10.112104876420505,-27.580121023434675,0.03635624251276952,0
2.768775193508309,-1.1799999,126.40965381898721,0.0,10.25394691318513,0.0,0.0,2.131034438814725,0.0,10.211266449773094,0.0,0.0,0.0,10.180605599768267,0.0,0.0,0
4.29032428513711,1.4679998,87.67121865422288,32.27537272832182,10.263348879461589,24.530710407209913,0.745535090080582,1.0812308078552297,25.381301965655698,10.168777686281421,12.790740917369488,-15.928931232281263,14.046596100474408,10.097011292326883,-7.26871035855001,-31.555323952992506,0
